name,price,size,color,rpm,airflow,noise_level,pwm
Cooler Master MasterFan SF120M ARGB,23.79,120,Black,"6,502,000","35,62","5.5,22",TRUE
Cooler Master MasterFan SF120P,19.98,120,Black,"6,502,000",43,"8,30",TRUE
Cooler Master MasterFan SF120R,,120,Black,"6,502,000",59,"8,30",TRUE
Cooler Master MasterFan SF120R,,120,Black,"6,502,000",59,"8,30",TRUE
Cooler Master MasterFan SFR,,120,Black,"6,502,000",59,"8,30",TRUE
Cooler Master MOBIUS 120,8.98,120,Black,,63.1,22.6,TRUE
Cooler Master MOBIUS 120P ARGB,20.98,120,Black,,75.2,30,TRUE
Cooler Master MOBIUS 120P ARGB,29.58,120,White,,75.2,30,TRUE
Cooler Master MOBIUS 120P ARGB 30TH ANNIVERSARY EDITION,,120,Black / Blue,,75.2,30,TRUE
Cooler Master Mobius OC,33.4,120,Blue / Black,,"40.2,88.1","17.4,39.3",TRUE
Cooler Master R4-C2R-20AC-GP,,120,Black,2000,69,19,FALSE
Cooler Master R4-L2S-122B-GP 2-Pack,,120,Clear,1200,39.77,19.3,FALSE
Cooler Master R4-S2S-124K-GP 4-Pack,,120,Black,1200,44.73,19.1,FALSE
Cooler Master SickleFlow,9.99,120,Black,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow,,120,Black,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow,13.98,120,Black,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow,,120,Black,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow,17.98,120,Black,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow,19.98,120,Clear,2000,69,19,FALSE
Cooler Master SickleFlow,,120,Translucent Gray,2000,69.69,19,FALSE
Cooler Master SickleFlow,,120,Translucent Gray,2000,69.69,19,FALSE
Cooler Master SickleFlow 120 ARGB,29.03,120,White,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow 120 ARGB 3 In 1 3-Pack,36.99,120,White,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow 3-Pack,56.93,120,Black,"6,501,800",62,"8,27",TRUE
Cooler Master SickleFlow ARGB Reverse Edition,20.99,120,Black / White,"6,501,800",62,"8,27",TRUE
Cooler Master Silencio FP,14.99,120,Black,2400,38,11,TRUE
Cooler Master Silencio FP,19.98,120,Black,1400,"16.39,44","6.5,14",TRUE
Cooler Master Silencio FP,82.22,120,Black,1200,38,11,FALSE
Cooler Master Super Fan,,120,Black,1200,44.73,19.1,FALSE
Cooler Master Turbine Master Mach 1.8,,120,Black,1800,80.3,30.5,FALSE
Cooler Master XtraFlo,,120,Black / Red,"8,002,200","34.02,93.74","15,38",TRUE
Corsair AF120,,120,Purple,1500,52.19,25.2,FALSE
Corsair AF120,,120,Black,1500,52.19,25.2,FALSE
Corsair AF120,,120,Black,1500,52.19,25.2,FALSE
Corsair AF120,,120,White,1500,52.19,25.2,FALSE
Corsair AF120,,120,Black,1500,52.19,25.2,FALSE
Corsair AF120 (2018),,120,Black / White,1400,52,26,FALSE
Corsair AF120 (2018),,120,Black / White,1400,52,26,FALSE
Corsair AF120 (2018),,120,Black / White,1400,52,26,FALSE
Corsair AF120 (2018) 3-Pack,,120,Black / White,1400,52,26,FALSE
Corsair AF120 (2018) 3-Pack,,120,Black / White,1400,52,26,FALSE
Corsair AF120 (2018) 3-Pack,,120,Black / White,1400,52,26,FALSE
Corsair AF120 ELITE,19.55,120,Black,"4,001,850","10.9,59.1",31.5,TRUE
Corsair AF120 ELITE,16.82,120,White / Gray,"4,001,850","10.9,59.1",31.5,TRUE
Corsair AF120 Performance,,120,Black,1650,63.47,30,FALSE
Corsair AF120 Performance 2-Pack,,120,Black,1650,63.47,30,FALSE
Corsair AF120 Quiet,,120,Black / Red,1500,52.19,25.2,FALSE
Corsair AF120 Quiet,47.29,120,Black,1100,39.88,21,FALSE
Corsair AF120 Quiet,,120,Black,1500,52.19,25.2,FALSE
Corsair AF120 Quiet 2-Pack,,120,Black / Blue,1500,52.19,25.2,FALSE
Corsair AF120 Quiet 2-Pack,,120,Black,1100,39.88,21,FALSE
Corsair AF120 SLIM,24.99,120,Black,"6,002,000","13.4,56.3","5,25.6",TRUE
Corsair AF120 SLIM,24.99,120,White,"6,002,000","13.4,56.3","5,25.6",TRUE
Corsair HD120,,120,Black / White,"8,001,725",54.4,"18,30",TRUE
Corsair HD120,,120,Black / White,"8,001,725",54.4,"18,30",TRUE
Corsair HD120 3-Pack,,120,Black / White,"8,001,725",54.4,"18,30",TRUE
Corsair iCUE AF120 RGB ELITE 3-Pack,76.3,120,Black,"5,502,100","13.8,65.57","5,34.1",TRUE
Corsair iCUE AF120 RGB ELITE 3-Pack,89.99,120,White,"5,502,100","13.8,65.57","5,34.1",TRUE
Corsair iCUE AF120 RGB SLIM,27.99,120,Black,"6,002,000","13.4,56.3",27.5,TRUE
Corsair iCUE AF120 RGB SLIM,29.99,120,White,"6,002,000","13.4,56.3",27.5,TRUE
Corsair iCUE AF120 RGB SLIM 2-Pack,65.3,120,Black,"6,002,000","13.4,56.3",27.5,TRUE
Corsair iCUE AF120 RGB SLIM 2-Pack,40.79,120,White,"6,002,000","13.4,56.3",27.5,TRUE
Corsair iCUE AR120 Digital RGB,19.98,120,Black,"4,001,850","10.7,59","10,27.3",TRUE
Corsair iCUE AR120 Digital RGB,18.98,120,White,"4,001,850","10.7,59","10,27.3",TRUE
Corsair iCUE AR120 Digital RGB 3-Pack,44.99,120,Black,"4,001,850","10.7,59","10,27.3",TRUE
Corsair iCUE AR120 Digital RGB 3-Pack,44.99,120,White,"4,001,850","10.7,59","10,27.3",TRUE
Corsair iCUE LINK QX120 RGB Starter Kit 3-Pack,124.99,120,Black,"4,802,400","16.44,63.1",,TRUE
Corsair iCUE LINK QX120 RGB Starter Kit 3-Pack,159.99,120,White,"4,802,400","16.44,63.1",,TRUE
Corsair iCUE LINK RX120 3-Pack,94.99,120,Black / White,2100,"10.5,74.2","10,36",FALSE
Corsair iCUE LINK RX120 3-Pack,82.99,120,Black,2100,"10.5,74.2","10,36",FALSE
Corsair iCUE LINK RX120 3-Pack,89.99,120,White,2100,"10.5,74.2","10,36",FALSE
Corsair iCUE ML RGB ELITE Premium,,120,Black,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair iCUE ML RGB ELITE Premium 3-Pack,59.25,120,Black,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair iCUE ML120 RGB ELITE Premium,29.19,120,White / Gray,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair iCUE ML120 RGB ELITE Premium 3-Pack,107.07,120,White / Gray,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair iCUE QL120,29.99,120,Black,"5,251,500",41.8,26,TRUE
Corsair iCUE QL120,30.59,120,White / Black,"5,251,500",41.8,26,TRUE
Corsair iCUE QL120 3-Pack,89.99,120,Black,1500,41.8,26,TRUE
Corsair iCUE QL120 3-Pack,98.99,120,White / Black,"5,251,500",41.8,26,TRUE
Corsair iCUE SP RGB ELITE,24.99,120,White,"4,001,500",47.73,28,TRUE
Corsair iCUE SP RGB ELITE 3-Pack,69.98,120,White,"4,001,500",47.73,28,TRUE
Corsair iCUE SP120 RGB ELITE,19.98,120,Black / White,"4,001,500",,,TRUE
Corsair iCUE SP120 RGB ELITE 3-Pack,59.99,120,Black / White,"4,001,500",,,TRUE
Corsair iCUE SP120 RGB Pro,,120,Black,1400,52,26,FALSE
Corsair iCUE SP120 RGB Pro 3-Pack,,120,Black,1400,52,26,FALSE
Corsair LL120,27.99,120,Black,"6,001,500",43.25,24.8,TRUE
Corsair LL120,34.99,120,White,2200,63,36,TRUE
Corsair LL120 3-Pack,69.99,120,Black,"6,001,500",43.25,24.8,TRUE
Corsair LL120 3-Pack,69.98,120,White,2200,63,36,TRUE
Corsair ML Elite,19.98,120,Black,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair ML Elite,27.05,120,White,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair ML Elite,15.98,120,Black,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair ML Elite,24.98,120,White,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair ML Elite,24.98,120,White,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair ML Elite,,120,Black,"4,502,000","14.86,58.1","10,30.4",TRUE
Corsair ML120 2-Pack,,120,White / Black,"4,002,400","12,75","16,37",TRUE
Corsair ML120 Pro,13.81,120,Black / Red,"4,002,400","12,75","16,37",TRUE
Corsair ML120 Pro,,120,Black,"4,002,400","12,75","16,37",TRUE
Corsair ML120 Pro,,120,White / Black,"4,002,400","12,75","16,37",TRUE
Corsair ML120 Pro,37.76,120,Black / Blue,"4,002,400","12,75","16,37",TRUE
Corsair ML120 PRO,,120,Black / White,"4,001,600",47.3,25,TRUE
Corsair ML120 PRO 3-Pack,166.1,120,Black / White,"4,001,600",47.3,25,TRUE
Corsair RS120 MAX,34.99,120,Black,2000,"16.5,72",29.5,TRUE
Corsair RS120 MAX 3-Pack,94.99,120,Black,2000,"16.5,72",29.5,TRUE
Corsair SP120,34.47,120,Black,2350,62.74,35,TRUE
Corsair SP120,,120,Black / Red,1650,57.24,26.4,FALSE
Corsair SP120,,120,Black / Blue,1650,57.24,26.4,FALSE
Corsair SP120,,120,Black / Green,1650,57.24,26.4,FALSE
Corsair SP120,,120,Black / White,1650,57.24,26.4,FALSE
Corsair SP120,,120,Black / Purple,1650,57.24,26.4,FALSE
Corsair SP120 2-Pack,,120,Black / White,1650,57.24,26.4,FALSE
Corsair SP120 2-Pack,,120,Black / Red,1650,57.24,26.4,FALSE
Corsair SP120 2-Pack,,120,Black / Blue,1650,57.24,26.4,FALSE
Corsair SP120 2-Pack,,120,Black / Purple,1650,57.24,26.4,FALSE
Corsair SP120 2-Pack,,120,Black / Green,1650,57.24,26.4,FALSE
Corsair SP120 3-Pack,,120,White / Black,1400,52,26,TRUE
Corsair SP120 ELITE,14.99,120,Black,"3,001,300","6.37,45.4","5,20.6",TRUE
Corsair SP120 High Performance,80,120,Black,2350,62.74,35,FALSE
Corsair SP120 High Performance,,120,White / Black,1400,52,26,TRUE
Corsair SP120 High Performance,74.98,120,White / Black,1400,52,26,TRUE
Corsair SP120 High Performance 2-Pack,,120,Black,2350,62.74,35,FALSE
Corsair SP120 High Performance Edition,,120,Black,2350,62.74,35,TRUE
Corsair SP120 Quiet,57.35,120,Black,1450,37.85,23,FALSE
Corsair SP120 Quiet,,120,Black,1450,37.85,23,TRUE
Corsair SP120 Quiet 2-Pack,,120,Black,1450,37.85,23,FALSE
Corsair SP120 Quiet 2-Pack,,120,Black,1450,37.85,23,TRUE
Cougar CFD,,120,Blue,1200,64.37,16.6,FALSE
Cougar CFD,,120,Black / White,1200,64.37,16.6,FALSE
Cougar Dual-X,28.94,120,Green,,64.37,16.6,FALSE
Cougar Dual-X,,120,Orange,1200,64.37,16.6,FALSE
Cougar Turbine,,120,Black,1200,60.4,17.7,FALSE
Cougar Turbine 4-Pack,,120,Orange,1200,60.4,17.7,FALSE
Cougar Vortex,19.98,120,Orange,1200,60.4,17.7,FALSE
Cougar Vortex,16.01,120,Black,1200,60.4,17.7,FALSE
Cougar Vortex,,120,Black,"8,001,500",70.5,17.89,FALSE
Cougar Vortex,,120,Orange,"8,001,500",70.5,17.9,FALSE
Cougar Vortex,,120,Black,"6,001,500",43.54,26,TRUE
Cougar Vortex,,120,Black,1200,36.72,24.3,FALSE
Cougar Vortex,,120,,1200,36.72,24.3,FALSE
Cougar Vortex,,120,Black / Red,1200,36.72,24.3,FALSE
Cougar VORTEX FCB,,120,Black,1200,36.72,24.3,FALSE
Cougar VORTEX SPB,,120,Black,"6,001,500",43.54,26,TRUE
Cougar VORTEX SPB 3-Pack,,120,Black,"6,001,500",43.54,26,TRUE
Cougar VORTEX VK120,,120,Black,"6,001,500",48.98,29.8,TRUE
Cougar VORTEX VK120 3-Pack,,120,Black,"6,001,500",48.98,29.8,TRUE
CRYORIG Crona,,120,Black,"4,001,700",,"16.5,29.7",TRUE
CRYORIG Crona,,120,White,"4,001,700",,"16.5,29.7",TRUE
CRYORIG Crona 3-Pack,,120,Black,"4,001,700",,"16.5,29.7",TRUE
CRYORIG Crona 3-Pack,,120,White,"4,001,700",,"16.5,29.7",TRUE
CRYORIG QF Performance,,120,Black / White,"6,002,200",83,"13,37",TRUE
CRYORIG QF Silent,,120,Black / White,"2,001,000",44,"5,19",TRUE
CRYORIG QF120 Balance,,120,Black / White,"3,301,600",49,"10,25",TRUE
CRYORIG QF120 Balance,,120,Black / White,"3,301,600",59,"10,25",TRUE
CRYORIG QF120 Performance,,120,Black / White,"6,002,200",83,"13,37",TRUE
CRYORIG QF120 Silent,,120,Black / White,"2,001,000",44,"5,19",TRUE
darkFlash Aurora DR12 PRO 5-Pack,,120,Black,1200,20.34,16,FALSE
darkFlash CF8 Pro 3-Pack,,120,Transparent,,,,FALSE
darkFlash CF8 Pro 5-Pack,,120,Transparent,,,,FALSE
Deepcool CF,,120,Black,"5,001,500",56.5,"17.8,27",TRUE
Deepcool CF 3-Pack,89.99,120,,"5,001,500",56.5,"17.8,27",TRUE
Deepcool CF120 Plus 3-Pack,34.99,120,Black / White,"5,001,800",52.5,28.8,TRUE
Deepcool CF120 Plus 3-Pack,,120,White,"5,001,800",52.5,28.8,TRUE
Deepcool FC120,15.99,120,Black,"5,001,800",,,TRUE
Deepcool FC120 WHITE-3 IN 1 3-Pack,34.99,120,White,"5,001,800",61.91,28,TRUE
Deepcool FC120-3 IN 1 3-Pack,34.99,120,Black,"5,001,800",61.91,28,TRUE
Deepcool FK120,,120,Black,"5,001,850",68.99,28,TRUE
Deepcool FK120 3-Pack,29.99,120,,"5,001,850",68.99,28,TRUE
Deepcool GF,,120,Black,"5,001,800",79.81,"17.6,32.5",TRUE
Deepcool GS,,120,Gray / White,1800,61.93,"18.2,31.4",TRUE
Deepcool Ice Blade,,120,Black,"9,001,500",60.29,"21.4,32.1",TRUE
Deepcool MF 3-Pack,,120,Black,"5,002,200",56,37.9,TRUE
Deepcool MF GT 3-Pack,49.99,120,Black,"5,001,800",60.6,35,TRUE
Deepcool MF S 3-Pack,,120,Silver / Black,"4,001,500",37.1,26,TRUE
Deepcool RF 120,29.99,120,Black / White,"5,001,500",56.5,"17.8,27",TRUE
Deepcool RF 120 3-Pack,79.98,120,Black / Clear,"5,001,500",56.5,"17.8,27",TRUE
Deepcool RF M 5-Pack,,120,Black / White,"5,001,500",56.5,27,TRUE
Deepcool TF 120,,120,Black / White,"5,001,800","58.39,76.52","17.6,31.8",TRUE
Deepcool TF 120,,120,Black / Blue,"5,001,800","58.39,76.52","17.6,31.8",TRUE
Deepcool TF 120,,120,Black / Red,"5,001,800","58.39,76.52","17.6,31.8",TRUE
Deepcool UF,,120,White / Blue,"5,001,500",66.3,"17.6,27.8",TRUE
Deepcool Wind Blade,,120,Black,,53.65,26.6,FALSE
Deepcool XFAN,,120,Black,1300,44.71,26,FALSE
Deepcool XFAN,,120,Clear,1300,44.71,26,FALSE
Deepcool XFAN,,120,White,1300,65.16,26,FALSE
Deepcool XFAN,,120,Clear,1300,44.71,26,FALSE
Delta Electronics AFB1212GHE-CF00,,120,Black,5200,240.96,62,FALSE
Delta Electronics AFB1212HHE-F00,,120,Black,2900,120.07,44,FALSE
Delta Electronics FFB1212EHE-F00,,120,Black,4000,190,59,FALSE
Delta Electronics FFB1212EH-F00,,120,Black,4000,150.33,56.4,FALSE
EK Furious Vardar EVO,,120,Black,3000,107,42,TRUE
EK Furious Vardar FF5,,120,Black,3000,107,42,TRUE
EK Loop Fan FPT 120,28.2,120,Black,"5,502,300",77,36,TRUE
EK Loop Fan FPT 120 D-RGB,28.55,120,Black,"5,502,300",77,36,TRUE
EK Loop Fan FPT 120 D-RGB,28.55,120,White,"5,502,300",77,36,TRUE
EK Quantum Impulse D-RGB,40.2,120,White,"4,001,800",57.5,24.3,TRUE
EK Quantum Impulse D-RGB,32.35,120,Black / White,"4,001,800",57.5,24.3,TRUE
EK Vardar EVO 120ER,,120,Black / White,"5,002,200",,33.5,TRUE
EK Vardar EVO 120ER 2-Pack,,120,Black / White,"5,002,200",77,33.5,TRUE
EK Vardar F1,,120,Black / Gray,1150,40,23.7,TRUE
EK Vardar F2,,120,Black / Gray,1450,52,25.6,TRUE
EK Vardar F3,,120,Black / Gray,1850,63,29.5,TRUE
EK Vardar F4,,120,Black / Gray,2200,77,33.5,TRUE
EK Vardar F4-120ER,,120,White,2200,77,33.5,TRUE
EK Vardar F4-120ER,,120,Black,2200,77,33.5,TRUE
EK Vardar X3M 120ER,,120,Black,,,,TRUE
Enermax Cluster Adv,,120,White,"12,001,800","53.02,86.69",,TRUE
Enermax D.F. Pressure,,120,Black,"8,002,000","33.69,85.43","16,27",TRUE
Enermax D.F. Storm,,120,Black,"15,003,500","72.47,155.08","23,38",TRUE
Enermax D.F. VEGAS,,120,Black / Blue,"8,001,500","33.21,61.92","16,22",TRUE
Enermax D.F. VEGAS 2-Pack,,120,Black / Blue,"8,001,500","33.21,61.92","16,22",TRUE
Enermax D.F. Vegas Duo,,120,Clear,"8,001,700","33.26,71.76",16,FALSE
Enermax D.F. Vegas Duo 2-Pack,,120,Black,"8,001,500","33.21,61.92","16,22",TRUE
Enermax Everest Advance,,120,Transparent,"10,001,600","46.1,76",8,FALSE
Enermax HF120 3-Pack,25.99,120,Black,"5,001,600","22.5,72.1","14,27",TRUE
Enermax HF120 3-Pack,,120,White,"5,001,600","22.5,72.1","14,27",TRUE
Enermax Magma,,120,Red,1500,69.15,18,FALSE
Enermax Magma Advance,,120,Black / Red,"10,001,800","47.67,83.03","13,20",FALSE
Enermax Marathon,,120,Clear,1000,44,17,FALSE
Enermax SquA RGB,10,120,Black,"3,001,500","24.53,68.27","12,23",TRUE
Enermax SquA RGB,10,120,White,"3,001,500","24.53,68.27","12,23",TRUE
Enermax SquA RGB 3-Pack,27.98,120,White,"3,001,500","24.53,68.27","12,23",TRUE
Enermax SquA RGB 3-Pack,28.98,120,Black,"3,001,500","24.53,68.27","12,23",TRUE
Enermax T.B. RGB,,120,Black,"5,001,500",47.53,22,TRUE
Enermax T.B. RGB 3-Pack,,120,Black,"5,001,500",47.53,22,TRUE
Enermax T.B. RGB 6-Pack,82.06,120,Black,"5,001,500",47.53,22,TRUE
Enermax T.B. RGB AD 3-Pack,,120,Black,"5,001,500","13.71,47.53","14,22",TRUE
Enermax T.B. Silence,24.19,120,Translucent Gray,900,42.13,11,FALSE
Enermax T.B. Silence,,120,Clear,1200,53.02,14,FALSE
Enermax T.B. Silence,,120,Clear,"5,001,500","26.51,71.25",8,TRUE
Enermax T.B. Silence,,120,Clear,1200,53.02,14,FALSE
Enermax T.B. Silence Adv,,120,Black,"3,001,500",63.89,"7,15.8",TRUE
Enermax T.B. Vegas Quad,,120,Black,"12,001,800","50.68,75.98","20,25",TRUE
Enermax T.B. Vegas Single,,120,Blue,"5,001,800","20.42,75.98","14,25",TRUE
Enermax T.B. Vegas Single,,120,Red,"5,001,800","20.42,75.98","14,25",TRUE
Enermax T.B. Vegas Single,,120,White,"5,001,800","20.42,75.98","14,25",TRUE
Enermax T.B. Vegas Trio,,120,Translucent Black,"5,001,600","20.42,67.48",14,TRUE
Enermax Twister Storm,,120,Black,"15,003,500","72.46,154.53","23,38",FALSE
Enermax UCCL12N,,120,White,1500,71.25,18,FALSE
Enermax UCHF12PARGB-W-BP3 3-Pack,,120,White,"5,001,600","22.5,72.1","14,27",TRUE
Enermax UCTP12P,,120,Black,"5,001,800","23.81,80","14,25",TRUE
Evercool 1225H12B-Y21,,120,Black,4500,147.69,54.9,FALSE
Evercool EC12025M12S,,120,Black,2000,72.94,36,FALSE
Evercool EC-SSF-12,,120,White,"8,001,400",,"19,26",FALSE
Evercool Evergreen,,120,Green,800,30.51,16,FALSE
Evercool FAN-AL12025B,,120,Silver,2000,79.14,,FALSE
Evercool FAN-ALED12025B,,120,Silver,2200,79.2,34,FALSE
Evercool FAN-ALED12025B2,,120,Silver,2200,79.2,34,FALSE
Evercool FAN-EC12025M12C,,120,Black,2000,72.94,36,FALSE
Evercool FAN-EC12038M12B,,120,Black,2300,79.9,38,FALSE
Evercool FAN-EC1225M12CA,,120,Black,2000,72.94,36,FALSE
Evercool F-EC12038HH12BP,22.95,120,Black,"8,002,200",,"17.2,39",TRUE
Evercool F-EC1225A1HBT,,120,Black,2600,88,48,FALSE
Evercool F-EC1238A1HBT-7,,120,Black,"25,502,750","114,123","40,45",FALSE
Evercool Spider Filter,15.99,120,Red,2000,80,25,FALSE
EVGA 400-HY-FX12-KR,,120,Black,"5,002,400",74.81,"16,39.9",TRUE
Fractal Design Aspect 12,19.98,120,Black,1200,32,18.3,FALSE
Fractal Design Aspect 12,,120,White,1200,32,18.3,FALSE
Fractal Design Aspect 12 PWM,,120,Black,"5,002,000","13,56","10,33.2",TRUE
Fractal Design Aspect 12 RGB,51.99,120,White,1200,32,18.3,FALSE
Fractal Design Aspect 12 RGB,,120,Black,1200,32,18.3,FALSE
Fractal Design Aspect 12 RGB 3-Pack,67.12,120,Black,1200,32,18.3,FALSE
Fractal Design Aspect 12 RGB PWM,,120,Black,"5,002,000","13,56","10,33.2",TRUE
Fractal Design Aspect 12 RGB PWM 3-Pack,48.99,120,Black,"5,002,000","13,56","10,33.2",TRUE
Fractal Design Dynamic GP,,120,Black,1200,52.3,19.39,FALSE
Fractal Design Dynamic GP-12,,120,Black / White,1200,52.3,19.39,FALSE
Fractal Design Dynamic X2,,120,White,1200,52.3,19.4,FALSE
Fractal Design Dynamic X2 GP,19.53,120,Black,"5,002,000",87.6,32.2,TRUE
Fractal Design Dynamic X2 GP,25.1,120,Black / White,"5,002,000",87.6,32.2,TRUE
Fractal Design Dynamic X2 GP,,120,White / Black,1200,52.3,19.4,FALSE
Fractal Design Dynamic X2 GP-12,24.18,120,Black,1200,52.3,19.4,FALSE
Fractal Design Prisma AL,28.39,120,White,"5,002,000","20.68,85.71",,TRUE
Fractal Design Prisma AL,29.98,120,White / Black,"5,002,000","20.68,85.71","14.8,32.7",TRUE
Fractal Design Prisma AL,,120,White / Black,1200,50.63,19.5,FALSE
Fractal Design Prisma AL 3-Pack,90.47,120,White / Black,"5,002,000","20.68,85.71",,TRUE
Fractal Design Prisma AL 3-Pack,,120,White / Black,"5,002,000","20.68,85.71","14.8,32.7",TRUE
Fractal Design Prisma AL 3-Pack,,120,White / Black,1200,50.63,19.5,FALSE
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,FALSE
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,FALSE
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,FALSE
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,FALSE
Fractal Design Silent LL,,120,Black,1200,41.8,24.8,FALSE
Fractal Design Silent LL,,120,Black,1200,41.8,24.8,FALSE
Fractal Design Silent LL,,120,Black,1200,41.8,24.8,FALSE
Fractal Design Silent R2,,120,White,1200,40.6,15,FALSE
Fractal Design Silent R2,,120,Black,1000,66,18.5,FALSE
Fractal Design Silent R3,12.98,120,Black / White,1200,46.5,20.5,FALSE
Fractal Design Venturi,,120,White / Black,"11,001,400","65.8,83.4","19,25.3",FALSE
Fractal Design Venturi HF-12,,120,Black,1400,83.4,25.3,FALSE
Fractal Design Venturi HP,,120,Black / White,1800,61.4,31.7,TRUE
Fractal Design Venturi HP-12,,120,Black,1800,61.4,31.7,TRUE
GAMDIAS AEOLus M1,,120,Black,1500,45.2,31,FALSE
GAMDIAS AEOLUS M2 4-Pack,59.99,120,Black,"7,001,500",56,,TRUE
GAMDIAS AEOLUS M2 5-Pack,39.99,120,Black,"7,001,500",56,,TRUE
GAMDIAS AEOLUS M2-1203 LITE 3-Pack,27.99,120,Black,1200,46.7,,FALSE
GAMDIAS AEOLUS M3-1204R 4-Pack,54.23,120,Black,"8,002,000",69.01,,TRUE
GAMDIAS AEOLUS P2,24.99,120,Black,"10,002,400",74.97,,TRUE
GAMDIAS AEOLUS P2 3-Pack,84.99,120,Black,"10,002,400",74.97,,TRUE
GAMDIAS AEOLUS P2 3-Pack,99.99,120,Black,"10,002,400",74.97,,TRUE
GameMax Cyclone RGB,,120,Black,1100,36,25,FALSE
GameMax Eclipse RGB,,120,Black / White,1300,43.2,25.88,FALSE
GameMax Mirage RGB,,120,Black,1100,36,25,FALSE
GameMax Mirage White Fins,,120,Black / White,1100,36,25,FALSE
GameMax Razor ARGB,,120,Black,1200,60,26,FALSE
GameMax Storm Force RGB,,120,Black / White,1300,41.4,21,FALSE
GameMax Velocity ARGB,,120,Black,1500,94.8,23.8,FALSE
GameMax Velocity ARGB,,120,Black / White,1500,94.8,23.8,FALSE
Gelid Solutions Gale,,120,Black,"5,003,500",110,45,TRUE
Gelid Solutions Gale Extreme,,120,Black,"5,006,000",195,60,TRUE
Gelid Solutions Silent,,120,White,1000,37,20.2,FALSE
Gelid Solutions Silent,,120,White,"7,501,500",58,"12,25.5",TRUE
Gelid Solutions Silent 12,39.9,120,Black,1000,40.3,20.2,FALSE
Gelid Solutions Silent 12 PWM,8,120,Black,"7,501,600",64.5,25.5,TRUE
Gelid Solutions Silent TC,,120,White,"7,501,500",58,"12,25.5",FALSE
Gelid Solutions Slim,,120,Black,"9,001,600","25,52.4","12.3,25.4",FALSE
Gelid Solutions Slim,,120,Blue,1500,48.3,24.6,FALSE
Gelid Solutions Stella,9.98,120,Black,"5,001,600",70,35,TRUE
Gelid Solutions Stella 5-Pack,,120,Black,"5,001,600",70,35,TRUE
Gelid Solutions Stella 5-Pack,,120,Black,"5,001,600",70,35,TRUE
Gelid Solutions Stella Frost,,120,White,"5,001,600",70,35,TRUE
Gelid Solutions Stella Frost Daisy Chain 3-Pack,,120,White,"5,001,600",70,35,TRUE
Gelid Solutions Stella Infinity,,120,Black,"5,001,600",70,35,TRUE
Gelid Solutions Wing,,120,Translucent Yellow,1500,64.3,"12,25",FALSE
Gelid Solutions Wing PL,,120,Black / Blue,1500,64.3,"12,25",FALSE
Gelid Solutions Wing PL,,120,Black / Blue,"6,001,800",75.59,"10,26.8",TRUE
Gelid Solutions Wing PL,,120,Green,"6,001,800",75.59,"10,26.8",TRUE
Gelid Solutions Zodiac,7.99,120,Black,"7,001,600",65.5,35,TRUE
Geometric Future Squama 2501 3-Pack,39.9,120,White,2000,80.81,34.2,TRUE
Geometric Future Squama 2501 3-Pack,39.9,120,Black,2000,80.81,34.2,TRUE
Geometric Future Squama 2503 3-Pack,39.9,120,Black,2000,69.11,29,TRUE
Geometric Future Squama 2505 3-Pack,59.9,120,Black,2000,91.3,35.06,TRUE
Geometric Future Squama 2505 3-Pack,59.9,120,White,2000,91.3,35.06,TRUE
Geometric Future Squama 2505 3-Pack,49.9,120,Yellow / Black,2000,91.3,35.06,TRUE
Gigabyte AORUS 120 ARGB,19.98,120,Black,"8,001,700","18.52,40.85","7.3,28.6",TRUE
HYTE flow FA12 3-Pack,21.5,120,Black / White,1500,72,28,TRUE
HYTE THICC FP12 3-Pack,,120,Black / White,,105.8,"10,47.3",TRUE
HYTE THICC FP12 3-Pack,,120,Black / White,,105.8,"10,47.3",TRUE
Iceberg Thermal IceGALE,10,120,Gray / White,"5,001,850",76,"0,35",TRUE
Iceberg Thermal IceGALE,10,120,Teal / White,"5,001,850",76,"0,35",TRUE
Iceberg Thermal IceGALE,10,120,Black / White,"5,001,850",76,"0,35",TRUE
Iceberg Thermal IceGALE 3-Pack,21,120,Black,"5,001,850",76,"0,35",TRUE
Iceberg Thermal IceGALE 3-Pack,21,120,Gray,"5,001,850",76,"0,35",TRUE
